{'opt': 'adam', 'truncate': -1, 'feat': 'basic_seg_cap', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 300, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z', 'is_capital', 'isspace', 'wend', 'wstart']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  89
# of lbls:  17
(1079622, 89) (272309, 89)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 256391.778696 Error: 0.200156 Time: 136.234187 seconds
Dev Err: 0.376337 Time: 8.707991 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
u-LOC	89	23	75	246	0	0	1	0	35	0	10	173	499	8497	219	184	677
u-MISC	30	51	72	302	0	4	2	0	1	0	0	212	360	855	2188	63	306
u-ORG	21	1	37	97	0	1	2	1	5	2	30	116	399	874	88	3442	1037
u-PER	0	0	1	140	0	0	2	0	4	0	6	228	494	839	39	171	2104
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	119	4	17	80	0	0	2	0	1	0	0	0	8	4	0	2	2
B-MISC	52	67	39	68	0	1	2	0	0	0	0	2	29	7	4	1	7
B-ORG	52	8	217	116	0	0	2	0	0	0	0	1	19	10	2	13	5
B-PER	13	0	5	1184	1	0	1	10	0	0	0	3	5	1	0	0	2
I-LOC	0	0	0	3	0	4	8	4	2	0	0	0	5	0	0	0	0
I-MISC	1	5	1	14	0	2	32	10	8	1	0	7	34	0	0	0	0
I-ORG	2	0	16	13	2	2	151	12	5	0	11	16	58	8	0	3	0
I-PER	0	0	0	5	0	0	0	40	0	0	0	8	14	5	0	0	1
L-LOC	1	0	0	0	0	0	2	2	133	1	11	73	11	3	1	0	1
L-MISC	0	0	0	1	0	0	4	0	55	39	26	89	51	11	1	0	2
L-ORG	0	0	0	0	0	0	8	0	41	2	207	133	29	18	1	6	0
L-PER	0	0	0	2	0	0	0	1	13	0	4	1191	5	2	1	3	3
O	6	7	20	165	1	1	12	6	9	4	10	96	42178	138	19	21	66
U-LOC	13	5	12	40	0	0	0	0	4	0	2	24	67	1272	31	26	97
U-MISC	2	6	12	47	0	1	0	0	0	0	0	29	46	106	329	14	45
U-ORG	4	0	6	13	0	1	0	0	1	1	5	13	49	125	12	506	144
U-PER	0	0	0	24	0	0	0	0	0	0	1	29	75	116	5	23	331
f1:  (93.38810793972198, 64.75260632136356, 66.29955947136564, 65.51695269987444)
...training the model
Epoch: 1 Loss: 0.363302 Error: 0.102774 Time: 145.565643 seconds
Dev Err: 0.080923 Time: 8.408558 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	549	4	98	332	0	0	16	0	6	0	0	6	41	51	0	12	8
b-MISC	319	349	267	334	0	0	22	1	1	0	0	12	147	83	21	4	34
b-ORG	295	34	1297	614	0	2	32	0	0	0	6	6	86	119	27	81	23
b-PER	62	4	32	6153	4	0	18	29	0	0	0	36	15	9	0	0	17
i-LOC	1	0	2	7	136	12	87	68	11	0	0	1	54	0	0	0	0
i-MISC	13	18	18	69	73	59	324	74	40	5	12	18	265	0	0	0	1
i-ORG	20	0	82	80	68	7	1401	131	34	0	100	56	275	43	0	18	6
i-PER	0	0	0	21	22	0	25	1348	0	0	0	49	76	25	0	0	0
l-LOC	4	0	0	2	0	0	20	3	742	15	95	320	54	38	11	0	0
l-MISC	0	0	0	0	0	0	45	2	298	287	261	312	216	62	6	4	17
l-ORG	0	0	0	1	0	1	54	0	250	33	1459	635	103	117	4	22	0
l-PER	0	0	0	13	0	0	4	8	116	7	31	8017	16	24	5	20	10
o	60	13	137	1004	22	8	191	163	74	27	88	473	211861	1443	259	116	278
u-LOC	34	5	34	113	0	0	1	0	41	0	29	147	411	9110	365	92	346
u-MISC	19	36	50	130	0	2	12	0	7	5	21	179	262	949	2578	50	146
u-ORG	18	0	25	67	0	2	1	0	9	1	39	112	412	1275	183	3362	647
u-PER	0	0	1	74	0	0	1	0	10	0	14	275	430	1446	53	159	1565
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	130	1	12	73	0	0	3	0	1	0	0	1	8	6	0	3	1
B-MISC	63	64	36	61	0	0	4	0	0	0	0	2	27	11	2	1	8
B-ORG	56	6	222	108	0	1	4	0	0	0	1	1	14	15	2	11	4
B-PER	13	1	4	1186	1	0	2	3	0	0	0	6	4	2	0	0	3
I-LOC	0	0	0	2	0	2	14	2	2	0	0	0	4	0	0	0	0
I-MISC	1	5	3	12	0	2	43	5	9	1	0	2	32	0	0	0	0
I-ORG	4	0	12	11	3	0	173	8	6	0	13	10	47	5	0	7	0
I-PER	0	0	0	5	0	0	3	36	0	0	0	8	15	6	0	0	0
L-LOC	1	0	0	0	0	0	3	1	144	2	17	54	11	4	2	0	0
L-MISC	0	0	0	0	0	0	7	0	69	43	41	52	51	11	1	1	3
L-ORG	0	0	0	0	0	0	9	0	50	3	236	97	28	18	1	3	0
L-PER	0	0	0	2	0	0	1	1	19	1	6	1183	4	3	1	3	1
O	9	2	18	188	1	0	22	2	16	5	13	87	42086	205	32	22	51
U-LOC	5	0	6	18	0	0	0	0	3	0	5	20	57	1356	58	14	51
U-MISC	3	4	7	21	0	0	2	0	1	0	3	22	30	121	388	14	21
U-ORG	4	0	2	11	0	1	0	0	3	0	6	13	46	175	28	498	93
U-PER	0	0	0	6	0	0	0	0	1	0	2	37	63	201	9	24	261
f1:  (93.46988045636853, 65.01055366130866, 67.84140969162996, 66.39582124201972)
...training the model
Epoch: 1 Loss: 0.361235 Error: 0.101664 Time: 144.776347 seconds
Dev Err: 0.080218 Time: 8.411859 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	524	15	85	368	0	0	8	0	3	0	1	0	44	39	0	20	16
b-MISC	330	346	219	364	0	0	14	0	0	0	0	7	178	50	46	5	35
b-ORG	291	46	1202	692	0	2	21	0	0	0	0	1	103	99	38	104	23
b-PER	59	1	30	6197	4	0	9	21	0	0	0	22	16	1	0	0	19
i-LOC	2	0	1	19	125	21	64	79	9	0	0	3	56	0	0	0	0
i-MISC	11	19	7	104	71	74	258	87	38	0	8	30	282	0	0	0	0
i-ORG	23	0	96	142	64	30	1286	161	28	0	84	63	313	9	0	22	0
i-PER	0	0	0	32	18	0	16	1373	0	0	0	44	60	20	0	0	3
l-LOC	3	0	2	4	0	2	15	4	698	16	92	367	62	32	4	1	2
l-MISC	0	0	0	3	0	2	18	0	253	292	204	416	247	52	9	7	7
l-ORG	0	0	0	1	0	2	34	0	206	34	1375	784	112	94	5	31	1
l-PER	0	0	0	13	0	0	0	7	90	5	26	8062	13	9	5	20	21
o	58	13	108	1058	11	9	133	185	49	28	102	478	211960	1278	231	162	354
u-LOC	52	6	20	130	0	0	0	0	28	0	21	157	478	8671	415	232	518
u-MISC	18	33	52	117	0	3	2	0	2	5	10	181	324	700	2731	81	187
u-ORG	13	1	15	81	0	1	1	0	4	4	19	131	415	903	216	3581	768
u-PER	0	0	2	81	0	0	2	0	4	0	9	278	488	895	71	230	1968
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	120	5	12	81	0	0	1	0	1	0	0	0	9	5	0	3	2
B-MISC	69	61	31	62	0	0	3	0	0	0	0	1	32	6	6	1	7
B-ORG	57	9	199	125	0	1	2	0	0	0	0	0	15	14	4	15	4
B-PER	14	0	3	1193	1	0	1	3	0	0	0	2	5	0	0	0	3
I-LOC	0	0	0	6	0	3	8	1	2	0	0	0	6	0	0	0	0
I-MISC	1	5	1	19	2	2	36	2	9	0	0	5	33	0	0	0	0
I-ORG	5	0	16	22	3	1	155	9	5	0	11	11	55	1	0	5	0
I-PER	0	0	0	7	0	0	1	39	0	0	0	7	13	5	0	0	1
L-LOC	1	0	0	0	0	1	3	1	139	2	14	60	13	4	1	0	0
L-MISC	0	0	0	1	0	1	2	0	58	50	33	67	54	10	1	1	1
L-ORG	0	0	0	0	0	0	7	0	42	5	226	117	27	15	1	5	0
L-PER	0	0	0	2	0	0	0	1	18	0	6	1187	4	1	1	3	2
O	7	1	16	222	1	1	16	3	10	5	17	77	42085	181	27	26	64
U-LOC	9	1	4	20	0	0	0	0	1	0	4	21	66	1293	65	33	76
U-MISC	2	4	8	18	0	1	0	0	0	1	1	22	43	94	399	17	27
U-ORG	3	0	2	10	0	1	0	0	1	1	2	15	57	128	33	517	110
U-PER	0	0	0	12	0	0	0	0	0	0	1	36	74	118	9	29	325
f1:  (93.43483509209143, 65.09326845093268, 67.99390037275501, 66.51197480732577)
...training the model
Epoch: 1 Loss: 0.364653 Error: 0.102650 Time: 144.996531 seconds
Dev Err: 0.087371 Time: 8.393934 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	510	15	66	398	0	0	10	0	3	0	4	2	34	40	0	22	19
b-MISC	283	358	172	450	0	2	3	2	0	0	0	12	147	97	17	4	47
b-ORG	304	58	1074	794	0	0	15	1	0	0	0	13	98	116	20	99	30
b-PER	43	4	27	6171	4	1	7	60	0	0	0	25	15	5	0	0	17
i-LOC	0	1	1	10	114	34	49	101	4	0	0	9	56	0	0	0	0
i-MISC	7	17	8	95	58	70	174	161	39	0	21	71	268	0	0	0	0
i-ORG	19	0	71	113	72	51	1154	217	31	0	67	139	320	47	0	16	4
i-PER	0	0	0	20	10	2	7	1405	0	0	0	46	50	16	0	2	8
l-LOC	2	0	0	6	0	0	5	4	629	22	85	466	43	35	6	1	0
l-MISC	0	0	0	4	0	1	3	3	195	258	164	581	212	54	4	6	25
l-ORG	0	0	0	8	0	0	22	2	181	20	1240	986	92	96	0	23	9
l-PER	0	0	0	7	0	1	0	13	66	2	25	8100	15	8	5	20	9
o	40	17	93	1155	17	12	117	336	49	25	118	966	211068	1235	176	159	634
u-LOC	42	5	39	148	0	1	0	0	29	0	18	321	405	8274	248	254	944
u-MISC	23	34	41	268	0	3	4	0	0	4	1	275	273	796	2273	67	384
u-ORG	15	1	23	74	0	2	0	0	4	3	25	192	304	786	117	3467	1140
u-PER	2	2	1	83	0	0	1	0	6	0	1	299	362	650	37	232	2352
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	119	5	8	86	0	0	1	0	1	0	0	1	7	5	0	3	3
B-MISC	62	62	19	82	0	1	0	0	0	0	0	2	27	13	1	1	9
B-ORG	64	9	183	134	0	0	2	0	0	0	0	1	17	17	1	12	5
B-PER	11	1	4	1187	1	0	1	9	0	0	0	3	4	1	0	0	3
I-LOC	0	0	0	3	0	6	6	4	1	0	0	1	5	0	0	0	0
I-MISC	1	4	1	15	1	5	22	13	7	0	4	11	31	0	0	0	0
I-ORG	3	0	13	16	5	6	142	13	5	0	10	22	55	6	0	3	0
I-PER	0	0	0	7	0	1	0	41	0	0	0	7	11	3	0	1	2
L-LOC	0	0	0	1	0	0	0	1	126	5	11	81	9	4	1	0	0
L-MISC	0	0	0	1	0	0	0	0	43	42	31	97	50	8	1	2	4
L-ORG	0	0	0	1	0	0	5	0	37	1	212	149	23	14	0	2	1
L-PER	0	0	0	1	0	0	0	2	13	0	5	1192	5	1	1	3	2
O	7	4	13	240	1	2	16	11	8	3	20	156	41944	185	23	25	101
U-LOC	9	2	5	21	0	0	0	0	2	0	3	43	47	1246	39	36	140
U-MISC	4	2	5	41	0	1	0	0	0	1	0	34	38	101	340	15	55
U-ORG	4	0	2	9	0	1	0	0	1	1	4	22	41	116	19	506	154
U-PER	1	0	0	13	0	0	0	0	0	0	0	40	52	85	6	35	372
f1:  (92.90720766325299, 63.278108412417566, 66.65537106065742, 64.92284841983663)
...training the model
Epoch: 1 Loss: 0.361929 Error: 0.102062 Time: 146.575930 seconds
Dev Err: 0.080978 Time: 8.406897 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	465	13	172	341	0	0	13	0	4	0	0	0	38	54	0	9	14
b-MISC	184	317	486	321	0	0	11	1	1	0	0	11	124	50	47	4	37
b-ORG	158	11	1592	514	0	0	34	1	0	0	0	14	55	81	34	94	34
b-PER	43	4	73	6139	3	0	22	19	0	0	0	34	13	10	0	0	19
i-LOC	0	0	0	9	125	8	112	69	10	0	2	0	44	0	0	0	0
i-MISC	7	14	22	68	50	54	367	73	29	3	25	23	252	0	0	0	2
i-ORG	14	0	119	71	41	1	1484	131	26	0	114	47	222	25	0	23	3
i-PER	0	0	0	28	23	0	33	1351	0	0	0	41	66	18	0	0	6
l-LOC	4	0	0	5	0	3	15	4	704	24	112	329	57	39	7	1	0
l-MISC	0	0	1	0	0	2	35	2	230	285	303	350	212	60	9	6	15
l-ORG	0	0	0	2	0	0	49	0	183	31	1543	634	80	103	5	49	0
l-PER	0	0	0	6	0	5	0	16	128	7	61	7967	9	16	5	22	29
o	26	12	243	1006	10	4	291	156	43	33	149	609	211109	1335	395	253	543
u-LOC	11	11	61	92	0	0	1	0	26	0	32	155	400	8586	469	279	605
u-MISC	5	21	107	93	0	0	12	0	5	4	11	185	173	654	2885	88	203
u-ORG	2	8	56	48	0	2	0	0	3	4	32	105	256	860	244	3628	905
u-PER	0	11	5	78	0	0	1	0	6	0	12	206	356	928	140	261	2024
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	111	3	28	75	0	0	3	0	1	0	0	0	7	7	0	2	2
B-MISC	39	56	79	57	0	0	2	0	1	0	0	2	21	6	6	1	9
B-ORG	30	2	274	90	0	0	3	0	0	0	0	1	9	11	5	14	6
B-PER	8	1	12	1185	1	0	3	1	0	0	0	6	3	2	0	0	3
I-LOC	0	0	0	2	0	1	16	2	2	0	0	0	3	0	0	0	0
I-MISC	1	4	3	13	0	2	45	3	7	1	4	4	28	0	0	0	0
I-ORG	2	0	19	10	2	0	185	8	7	0	16	7	35	2	0	6	0
I-PER	0	0	0	7	0	0	4	35	0	0	0	8	13	5	0	0	1
L-LOC	1	0	0	1	0	1	3	1	139	3	20	54	11	4	1	0	0
L-MISC	0	0	0	0	0	0	4	0	53	45	54	57	50	11	1	2	2
L-ORG	0	0	0	0	0	0	8	0	35	4	260	93	21	17	1	6	0
L-PER	0	0	0	1	0	1	0	2	22	2	11	1172	3	2	1	3	5
O	1	2	38	206	0	0	41	2	8	6	23	102	41963	187	48	40	92
U-LOC	1	2	7	16	0	0	0	0	2	0	5	20	52	1278	74	43	93
U-MISC	0	3	13	15	0	0	2	0	1	0	2	24	22	81	425	20	29
U-ORG	0	1	10	6	0	1	0	0	1	1	5	11	30	124	37	522	131
U-PER	0	3	0	9	0	0	0	0	1	0	1	25	56	124	17	37	331
f1:  (93.42120633931701, 64.2156862745098, 68.8071840054219, 66.4321936855881)
...training the model
Epoch: 1 Loss: 0.360137 Error: 0.101529 Time: 147.387834 seconds
Dev Err: 0.079344 Time: 8.432664 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	511	28	92	357	0	1	14	0	4	0	3	0	60	24	5	16	8
b-MISC	276	401	253	357	0	0	14	1	0	0	0	11	153	41	46	4	37
b-ORG	261	73	1278	620	0	1	24	1	0	0	0	14	98	72	59	100	21
b-PER	39	3	34	6177	1	1	14	52	0	0	0	21	17	2	0	0	18
i-LOC	0	0	0	8	117	17	100	80	9	0	2	0	46	0	0	0	0
i-MISC	8	21	10	69	47	62	316	114	23	0	20	25	274	0	0	0	0
i-ORG	19	1	110	88	37	19	1389	175	19	2	100	47	283	7	0	25	0
i-PER	0	0	0	18	12	1	11	1401	0	0	0	39	61	16	0	0	7
l-LOC	2	0	0	7	0	0	17	6	628	16	117	397	71	29	11	1	2
l-MISC	0	0	1	0	0	1	29	0	177	298	279	394	246	53	7	6	19
l-ORG	0	0	0	2	0	1	46	0	132	32	1512	700	119	78	9	48	0
l-PER	0	0	0	7	0	0	0	14	48	11	35	8077	17	16	6	21	19
o	36	17	151	1065	12	11	207	251	31	29	84	459	212151	867	265	142	439
u-LOC	42	9	39	129	0	0	1	0	10	0	33	162	602	8295	446	134	826
u-MISC	18	37	47	118	0	1	7	0	2	4	1	202	305	543	2797	85	279
u-ORG	9	2	19	71	0	2	1	0	5	1	25	102	508	740	223	3462	983
u-PER	0	0	3	84	0	0	1	0	3	0	13	237	508	773	83	176	2147
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	119	8	13	77	0	0	3	0	1	0	0	0	12	4	0	1	1
B-MISC	61	69	30	67	0	0	3	0	0	0	0	2	27	5	6	1	8
B-ORG	53	11	216	110	0	0	4	0	0	0	0	2	15	10	6	15	3
B-PER	11	0	5	1190	0	0	2	7	0	0	0	3	3	0	0	0	4
I-LOC	0	0	0	2	0	2	16	2	2	0	0	0	2	0	0	0	0
I-MISC	1	5	1	12	0	2	40	8	5	0	3	4	34	0	0	0	0
I-ORG	4	0	14	14	2	0	171	14	5	0	15	8	45	0	0	7	0
I-PER	0	0	0	5	0	0	1	42	0	0	0	7	12	4	0	0	2
L-LOC	0	0	0	2	0	0	3	1	127	3	16	68	13	5	1	0	0
L-MISC	0	0	0	0	0	0	4	0	48	44	46	66	56	10	1	1	3
L-ORG	0	0	0	0	0	0	8	0	29	4	246	106	30	12	2	8	0
L-PER	0	0	0	1	0	0	0	2	7	3	8	1193	4	1	1	3	2
O	5	1	20	229	1	1	40	10	8	5	14	75	42100	118	32	25	75
U-LOC	7	1	5	19	0	0	0	0	0	0	6	23	80	1242	70	21	119
U-MISC	2	4	7	18	0	0	2	0	0	0	0	27	36	68	411	18	44
U-ORG	2	0	3	11	0	1	0	0	1	0	4	13	61	107	34	511	132
U-PER	0	0	0	13	0	0	0	0	0	0	2	33	80	110	10	21	335
f1:  (93.48935010318912, 65.87693320171108, 67.84140969162996, 66.84474123539232)
...training the model
Epoch: 1 Loss: 0.362577 Error: 0.102367 Time: 153.577093 seconds
Dev Err: 0.083027 Time: 8.412282 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	539	8	93	348	0	0	15	0	4	0	3	8	39	46	0	13	7
b-MISC	309	355	236	369	1	0	10	2	0	0	0	15	149	64	53	5	26
b-ORG	285	37	1249	635	1	0	34	1	0	0	1	18	89	113	37	93	29
b-PER	51	4	32	6169	2	0	17	35	0	0	0	34	18	7	0	0	10
i-LOC	1	0	0	8	125	13	93	76	11	0	0	2	50	0	0	0	0
i-MISC	8	17	11	73	60	65	321	84	30	6	16	32	266	0	0	0	0
i-ORG	18	0	113	69	56	9	1439	135	31	1	92	64	264	5	0	25	0
i-PER	0	0	0	30	16	0	22	1360	0	0	1	45	68	19	0	0	5
l-LOC	4	0	0	5	0	0	17	4	694	20	109	358	54	33	5	0	1
l-MISC	0	0	0	0	0	1	28	1	254	292	259	367	228	57	6	7	10
l-ORG	1	0	0	1	0	0	49	0	236	36	1476	654	101	99	4	22	0
l-PER	0	0	0	7	0	2	1	15	110	6	21	8045	14	12	5	20	13
o	36	10	138	1146	30	11	208	193	54	38	114	579	211368	1519	238	134	401
u-LOC	55	8	27	117	0	0	0	0	19	0	21	227	439	8835	326	176	478
u-MISC	18	36	45	153	0	1	6	0	7	4	6	237	252	918	2505	61	197
u-ORG	12	0	26	74	0	2	2	0	6	5	26	155	388	1082	165	3361	849
u-PER	0	0	3	86	0	0	2	0	7	0	13	344	406	1096	62	186	1823
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	123	3	13	77	0	0	3	0	1	0	0	1	9	7	0	1	1
B-MISC	64	61	33	69	0	0	2	0	0	0	0	3	24	9	7	1	6
B-ORG	59	6	208	114	0	0	4	0	0	0	0	2	17	16	3	12	4
B-PER	11	0	4	1190	1	0	3	5	0	0	0	4	4	1	0	0	2
I-LOC	0	0	0	2	0	1	16	3	2	0	0	0	2	0	0	0	0
I-MISC	1	5	1	15	0	2	41	5	6	1	2	6	30	0	0	0	0
I-ORG	2	0	17	11	2	0	183	6	6	0	14	9	42	2	0	5	0
I-PER	0	0	0	8	0	0	3	35	0	0	0	8	13	5	0	0	1
L-LOC	1	0	0	1	0	0	3	1	135	3	19	61	11	4	0	0	0
L-MISC	0	0	0	0	0	0	4	0	58	47	44	60	52	10	1	2	1
L-ORG	0	0	0	0	0	0	8	0	51	1	243	100	24	14	1	3	0
L-PER	0	0	0	1	0	0	0	2	18	0	6	1186	5	1	1	3	2
O	4	2	18	243	1	1	36	4	11	5	23	99	41951	237	33	23	68
U-LOC	9	1	5	17	0	0	0	0	2	0	3	36	57	1307	52	27	77
U-MISC	2	5	7	23	0	0	1	0	2	0	1	32	28	117	373	16	30
U-ORG	2	0	4	11	0	1	0	0	2	1	4	21	43	153	23	496	119
U-PER	0	0	0	11	0	0	0	0	1	0	2	50	60	150	11	28	291
f1:  (93.12526770764379, 63.6875100466163, 67.12978651304643, 65.36335890456158)
...training the model
Epoch: 1 Loss: 0.359753 Error: 0.101970 Time: 145.484629 seconds
Dev Err: 0.081628 Time: 8.454033 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	522	16	122	330	0	0	13	0	4	0	0	0	49	47	0	11	9
b-MISC	269	361	319	324	0	0	20	1	2	0	0	11	148	70	32	4	33
b-ORG	243	44	1466	560	0	1	37	1	0	0	0	6	67	84	30	60	23
b-PER	50	4	58	6137	4	1	17	44	0	0	0	22	18	8	0	0	16
i-LOC	1	1	1	5	127	16	105	73	10	0	1	0	39	0	0	0	0
i-MISC	13	22	16	47	55	61	359	88	31	1	16	18	262	0	0	0	0
i-ORG	22	0	136	58	48	9	1518	145	16	0	77	42	219	6	0	25	0
i-PER	0	0	0	18	21	1	19	1384	0	0	0	37	61	19	0	0	6
l-LOC	2	0	0	2	0	1	17	6	705	15	128	321	66	30	11	0	0
l-MISC	0	0	0	0	0	3	31	1	244	239	300	363	258	55	3	6	7
l-ORG	0	0	0	1	0	0	49	0	195	19	1515	674	88	95	4	39	0
l-PER	0	0	2	5	0	0	2	14	130	9	37	7985	15	19	5	20	28
o	47	20	189	946	28	12	249	209	56	26	104	475	211310	1649	146	184	567
u-LOC	41	7	65	106	0	0	0	0	21	0	26	142	447	8684	252	189	748
u-MISC	19	44	81	172	0	0	8	0	7	6	5	204	276	874	2306	86	358
u-ORG	8	1	34	59	0	2	3	0	5	3	30	82	318	908	110	3565	1025
u-PER	0	2	1	69	0	0	0	0	6	0	14	215	367	913	38	207	2196
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	123	5	17	72	0	0	2	0	1	0	0	0	11	7	0	0	1
B-MISC	59	66	42	58	0	0	3	0	1	0	0	2	25	10	4	1	8
B-ORG	49	6	246	101	0	0	4	0	0	0	0	1	13	12	2	8	3
B-PER	10	0	9	1185	1	0	3	6	0	0	0	3	4	1	0	0	3
I-LOC	0	0	0	1	0	1	17	3	2	0	0	0	2	0	0	0	0
I-MISC	2	5	2	8	0	2	47	4	5	0	4	3	33	0	0	0	0
I-ORG	5	0	21	9	2	1	190	9	3	0	11	7	37	0	0	4	0
I-PER	0	0	0	4	0	0	2	41	0	0	0	5	15	4	0	0	2
L-LOC	0	0	0	1	0	0	3	1	138	3	19	57	12	4	1	0	0
L-MISC	0	0	0	0	0	0	5	0	61	37	46	59	59	10	0	1	1
L-ORG	0	0	0	0	0	0	8	0	40	1	249	102	23	16	1	5	0
L-PER	0	0	0	1	0	0	0	2	21	1	8	1180	4	2	1	3	2
O	8	3	27	190	1	1	35	2	12	4	19	78	41979	259	18	29	94
U-LOC	7	1	7	18	0	0	0	0	4	0	4	18	54	1297	40	32	111
U-MISC	2	4	11	26	0	0	2	0	2	0	1	29	38	111	339	17	55
U-ORG	2	0	5	6	0	1	0	0	1	1	5	11	38	135	17	517	141
U-PER	0	0	0	11	0	0	0	0	1	0	2	29	56	124	5	30	346
f1:  (93.3277520345781, 63.8060296698038, 67.77363605557439, 65.73001396762797)
...training the model
Epoch: 1 Loss: 0.360788 Error: 0.102008 Time: 143.708796 seconds
Dev Err: 0.087735 Time: 8.429666 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	506	5	99	379	0	0	14	0	4	0	0	10	45	51	0	7	3
b-MISC	252	290	296	416	0	0	26	2	1	0	0	17	152	71	25	4	42
b-ORG	244	23	1297	664	1	2	44	3	5	0	0	21	86	99	33	75	25
